ID_Venda,ID_Produto,ID_Cliente,ID_Vendedor,Quantidade,Data_Venda
63,2,39,1,3,2018-03-04
64,8,32,3,1,2018-03-05
65,4,18,5,6,2018-03-06
66,6,16,3,9,2018-03-07
67,4,38,4,4,2018-03-08
68,5,26,4,5,2018-03-09
69,10,28,2,3,2018-03-10
70,7,26,5,5,2018-03-11
71,2,33,3,7,2018-03-12
72,3,13,5,6,2018-03-13
73,4,18,2,2,2018-03-14
74,4,20,5,4,2018-03-15
75,3,2,3,6,2018-03-16
76,9,3,5,8,2018-03-17
77,4,30,2,1,2018-03-18
78,4,20,3,2,2018-03-19
79,9,33,3,4,2018-03-20
80,7,21,1,10,2018-03-21
81,5,36,3,8,2018-03-22
82,1,6,5,1,2018-03-23
83,5,39,5,2,2018-03-24
84,6,37,2,3,2018-03-25
85,5,43,4,9,2018-03-26
86,1,50,2,9,2018-03-27
87,1,29,3,7,2018-03-28
88,7,49,3,8,2018-03-29
89,10,26,1,4,2018-03-30
90,4,42,4,7,2018-03-31
91,6,32,4,7,2018-04-01
92,8,42,4,8,2018-04-02
93,10,25,4,2,2018-04-03
94,9,31,4,3,2018-04-04
95,5,18,5,5,2018-04-05
96,9,14,3,5,2018-04-06
97,1,11,4,2,2018-04-07
98,3,8,1,9,2018-04-08
99,1,39,4,7,2018-04-09
100,3,21,4,3,2018-04-10
101,2,19,5,5,2018-04-11
102,4,6,5,2,2018-04-12
103,6,48,2,10,2018-04-13
104,10,39,1,1,2018-04-14
105,8,41,3,8,2018-04-15
106,5,37,2,6,2018-04-16
107,5,11,1,5,2018-04-17
108,2,29,5,3,2018-04-18
109,5,6,2,4,2018-04-19
110,5,48,5,3,2018-04-20
111,10,32,3,1,2018-04-21
112,4,42,2,9,2018-04-22
113,3,48,4,6,2018-04-23
114,5,39,3,10,2018-04-24
115,9,20,2,9,2018-04-25
116,1,2,3,1,2018-04-26
117,4,1,3,6,2018-04-27
118,9,49,1,9,2018-04-28
119,6,45,1,5,2018-04-29
120,8,48,1,5,2018-04-30
121,6,47,1,9,2018-05-01
122,8,17,2,2,2018-05-02
123,4,27,3,5,2018-05-03
124,9,33,2,5,2018-05-04
125,2,15,3,6,2018-05-05
126,2,19,3,10,2018-05-06
127,1,38,1,3,2018-05-07
128,6,39,5,6,2018-05-08
129,3,4,2,4,2018-05-09
130,7,46,5,9,2018-05-10
131,5,44,2,5,2018-05-11
132,9,48,5,3,2018-05-12
133,6,20,4,8,2018-05-13
134,5,25,1,7,2018-05-14
135,5,15,2,7,2018-05-15
136,6,48,4,10,2018-05-16
137,10,6,5,7,2018-05-17
138,4,17,2,5,2018-05-18
139,5,12,3,10,2018-05-19
140,4,24,4,9,2018-05-20
141,5,50,5,5,2018-05-21
142,3,15,1,10,2018-05-22
143,3,27,1,6,2018-05-23
144,10,45,4,9,2018-05-24
145,10,47,1,9,2018-05-25
146,4,29,3,7,2018-05-26
147,1,24,3,5,2018-05-27
148,8,5,4,5,2018-05-28
149,10,20,4,9,2018-05-29
150,9,11,5,4,2018-05-30
151,8,46,1,4,2018-05-31
152,8,18,1,9,2018-06-01
153,10,41,2,2,2018-06-02
154,10,5,5,10,2018-06-03
155,10,1,2,10,2018-06-04
156,10,20,5,1,2018-06-05
157,8,50,3,9,2018-06-06
158,2,2,3,1,2018-06-07
159,2,24,1,6,2018-06-08
160,4,33,3,4,2018-06-09
161,3,32,2,5,2018-06-10
162,6,35,5,1,2018-06-11
163,8,48,4,3,2018-06-12
164,8,33,3,9,2018-06-13
165,3,15,1,4,2018-06-14
166,6,23,4,4,2018-06-15
167,6,6,4,3,2018-06-16
168,8,9,2,8,2018-06-17
169,5,16,5,1,2018-06-18
170,7,12,4,2,2018-06-19
171,1,17,1,3,2018-06-20
172,10,47,2,6,2018-06-21
173,4,16,4,5,2018-06-22
174,4,14,4,7,2018-06-23
175,8,17,4,5,2018-06-24
176,6,7,1,6,2018-06-25
177,7,2,4,1,2018-06-26
178,8,16,2,6,2018-06-27
179,3,14,3,10,2018-06-28
180,8,46,3,3,2018-06-29
181,9,21,5,1,2018-06-30
182,3,27,1,3,2018-07-01
183,9,27,2,4,2018-07-02
184,2,12,3,1,2018-07-03
185,5,21,5,4,2018-07-04
186,10,34,3,4,2018-07-05
187,4,22,1,5,2018-07-06
188,1,25,1,4,2018-07-07
189,6,46,5,8,2018-07-08
190,4,41,3,3,2018-07-09
191,7,8,1,8,2018-07-10
192,7,28,3,3,2018-07-11
193,1,15,5,10,2018-07-12
194,8,33,1,5,2018-07-13
195,1,30,5,6,2018-07-14
196,5,32,2,7,2018-07-15
197,2,2,3,9,2018-07-16
198,3,48,3,5,2018-07-17
199,5,25,3,9,2018-07-18
200,3,14,2,3,2018-07-19
201,7,31,3,1,2018-07-20
202,2,15,4,8,2018-07-21
203,7,44,5,8,2018-07-22
204,8,41,2,8,2018-07-23
205,2,41,3,6,2018-07-24
206,8,27,3,10,2018-07-25
207,5,28,5,6,2018-07-26
208,9,2,2,8,2018-07-27
209,8,25,4,1,2018-07-28
210,5,7,3,8,2018-07-29
211,3,48,4,10,2018-07-30
212,2,19,4,6,2018-07-31
213,6,41,1,6,2018-08-01
214,8,4,1,5,2018-08-02
215,3,46,5,3,2018-08-03
216,10,45,5,7,2018-08-04
217,2,17,5,1,2018-08-05
218,3,9,2,7,2018-08-06
219,5,42,3,9,2018-08-07
220,2,2,4,8,2018-08-08
221,8,21,1,6,2018-08-09
222,5,28,1,7,2018-08-10
223,3,21,5,4,2018-08-11
224,4,12,4,2,2018-08-12
225,6,13,5,7,2018-08-13
226,8,37,5,9,2018-08-14
227,6,45,1,8,2018-08-15
228,2,33,3,4,2018-08-16
229,4,1,4,5,2018-08-17
230,2,43,3,5,2018-08-18
231,1,35,1,1,2018-08-19
232,1,25,1,10,2018-08-20
233,9,8,5,3,2018-08-21
234,4,48,1,7,2018-08-22
235,7,8,3,10,2018-08-23
236,10,47,1,1,2018-08-24
237,2,35,4,6,2018-08-25
238,1,39,1,7,2018-08-26
239,8,35,3,4,2018-08-27
240,8,35,2,1,2018-08-28
241,6,31,5,1,2018-08-29
242,6,26,2,5,2018-08-30
243,4,4,4,5,2018-08-31
244,6,25,5,1,2018-09-01
245,2,30,3,9,2018-09-02
246,7,12,1,7,2018-09-03
247,2,49,2,10,2018-09-04
248,5,38,3,3,2018-09-05
249,4,30,4,1,2018-09-06
250,9,3,1,10,2018-09-07
251,4,1,5,4,2018-09-08
252,7,19,3,9,2018-09-09
253,1,16,1,10,2018-09-10
254,6,23,4,6,2018-09-11
255,5,13,3,6,2018-09-12
256,7,6,2,10,2018-09-13
257,2,46,3,4,2018-09-14
258,3,45,5,6,2018-09-15
259,3,8,3,10,2018-09-16
260,3,34,5,3,2018-09-17
261,5,43,1,5,2018-09-18
262,8,34,1,6,2018-09-19
263,7,49,5,6,2018-09-20
264,1,48,1,3,2018-09-21
265,4,20,4,4,2018-09-22
266,3,33,3,7,2018-09-23
267,10,10,5,1,2018-09-24
268,4,14,4,10,2018-09-25
269,8,38,2,10,2018-09-26
270,1,3,3,9,2018-09-27
271,7,43,3,3,2018-09-28
272,8,34,4,1,2018-09-29
273,7,50,4,3,2018-09-30
274,2,2,4,6,2018-10-01
275,9,17,3,9,2018-10-02
276,4,17,1,5,2018-10-03
277,2,3,4,3,2018-10-04
278,8,32,5,9,2018-10-05
279,3,9,5,5,2018-10-06
280,10,50,1,7,2018-10-07
281,8,10,3,10,2018-10-08
282,2,33,3,5,2018-10-09
283,4,4,5,5,2018-10-10
284,8,18,1,2,2018-10-11
285,2,47,3,7,2018-10-12
286,4,36,5,7,2018-10-13
287,5,38,2,5,2018-10-14
288,10,24,2,2,2018-10-15
289,5,45,5,4,2018-10-16
290,3,1,5,2,2018-10-17
291,5,25,2,1,2018-10-18
292,1,28,2,3,2018-10-19
293,10,29,5,2,2018-10-20
294,9,43,1,1,2018-10-21
295,7,8,2,3,2018-10-22
296,3,22,5,7,2018-10-23
297,6,14,5,8,2018-10-24
298,10,17,3,2,2018-10-25
299,6,35,4,1,2018-10-26
300,2,16,2,9,2018-10-27
301,2,16,3,10,2018-10-28
302,1,11,4,7,2018-10-29
303,6,44,3,4,2018-10-30
304,7,47,1,6,2018-10-31
305,2,22,4,1,2018-11-01
306,10,29,2,4,2018-11-02
307,3,46,1,1,2018-11-03
308,9,28,4,4,2018-11-04
309,9,44,1,9,2018-11-05
310,8,27,4,8,2018-11-06
311,4,43,4,10,2018-11-07
312,4,45,2,6,2018-11-08
313,5,13,2,9,2018-11-09
314,10,42,3,3,2018-11-10
315,4,14,5,8,2018-11-11
316,8,45,2,1,2018-11-12
317,7,1,1,5,2018-11-13
318,4,32,1,3,2018-11-14
319,4,7,2,9,2018-11-15
320,3,27,5,5,2018-11-16
321,6,10,5,6,2018-11-17
322,6,3,2,1,2018-11-18
323,5,11,3,5,2018-11-19
324,5,43,5,1,2018-11-20
325,3,41,1,10,2018-11-21
326,8,25,4,1,2018-11-22
327,7,11,1,6,2018-11-23
328,10,25,5,2,2018-11-24
329,7,15,1,9,2018-11-25
330,10,12,3,9,2018-11-26
331,8,1,4,4,2018-11-27
332,8,8,5,6,2018-11-28
333,5,3,5,3,2018-11-29
334,1,26,1,9,2018-11-30
335,4,9,3,8,2018-12-01
336,3,24,1,9,2018-12-02
337,4,9,4,2,2018-12-03
338,3,24,5,8,2018-12-04
339,7,48,5,10,2018-12-05
340,1,34,2,7,2018-12-06
341,6,37,3,2,2018-12-07
342,4,17,1,10,2018-12-08
343,7,40,2,4,2018-12-09
344,9,15,3,1,2018-12-10
345,1,17,4,3,2018-12-11
346,9,1,4,8,2018-12-12
347,10,24,4,10,2018-12-13
348,6,23,1,10,2018-12-14
349,3,12,1,3,2018-12-15
350,6,49,5,8,2018-12-16
351,3,45,5,6,2018-12-17
352,3,36,4,1,2018-12-18
353,2,9,4,3,2018-12-19
354,8,2,2,7,2018-12-20
355,4,7,3,3,2018-12-21
356,1,42,1,2,2018-12-22
357,10,8,2,7,2018-12-23
358,1,2,4,7,2018-12-24
359,4,41,2,3,2018-12-25
360,6,30,3,7,2018-12-26
361,9,9,2,6,2018-12-27
362,9,34,3,6,2018-12-28
363,1,6,4,3,2018-12-29
364,9,22,4,2,2018-12-30
365,1,39,1,10,2018-12-31
366,4,6,2,1,2019-01-01
367,6,2,1,8,2019-01-02
368,5,7,1,7,2019-01-03
369,10,45,5,6,2019-01-04
370,8,44,4,2,2019-01-05
371,3,48,3,5,2019-01-06
372,5,50,4,2,2019-01-07
373,3,9,5,5,2019-01-08
374,1,17,5,10,2019-01-09
375,8,22,3,8,2019-01-10
376,9,27,1,7,2019-01-11
377,7,29,2,4,2019-01-12
378,1,19,3,2,2019-01-13
379,6,6,2,10,2019-01-14
380,10,30,5,6,2019-01-15
381,2,21,3,5,2019-01-16
382,2,25,4,7,2019-01-17
383,8,7,4,9,2019-01-18
384,7,8,4,2,2019-01-19
385,9,25,3,5,2019-01-20
386,5,6,4,7,2019-01-21
387,3,50,4,8,2019-01-22
388,2,45,5,8,2019-01-23
389,3,46,1,9,2019-01-24
390,1,22,5,7,2019-01-25
391,2,19,4,1,2019-01-26
392,4,42,2,7,2019-01-27
393,8,39,3,1,2019-01-28
394,7,32,1,5,2019-01-29
395,6,2,4,7,2019-01-30
396,2,16,1,4,2019-01-31
397,1,15,4,10,2019-02-01
398,4,5,4,5,2019-02-02
399,9,23,3,4,2019-02-03
400,3,13,3,1,2019-02-04
401,5,39,1,1,2019-02-05
402,1,37,3,4,2019-02-06
403,7,47,4,4,2019-02-07
404,2,9,2,1,2019-02-08
405,3,18,3,8,2019-02-09
406,2,5,1,9,2019-02-10
407,10,20,4,9,2019-02-11
408,1,15,2,9,2019-02-12
409,10,5,1,8,2019-02-13
410,5,49,3,8,2019-02-14
411,2,35,5,3,2019-02-15
412,9,5,5,4,2019-02-16
413,5,3,5,5,2019-02-17
414,2,5,1,6,2019-02-18
415,3,5,4,6,2019-02-19
416,7,19,3,9,2019-02-20
417,9,45,3,6,2019-02-21
418,5,20,1,3,2019-02-22
419,10,45,2,5,2019-02-23
420,7,44,5,9,2019-02-24
421,6,25,1,3,2019-02-25
422,1,2,1,10,2019-02-26
423,3,4,1,4,2019-02-27
424,4,43,3,3,2019-02-28
425,3,24,3,7,2019-03-01
426,3,19,2,9,2019-03-02
427,9,8,2,7,2019-03-03
428,1,48,2,8,2019-03-04
429,6,38,1,3,2019-03-05
430,1,45,5,9,2019-03-06
431,3,13,2,8,2019-03-07
432,4,4,2,7,2019-03-08
433,6,16,3,7,2019-03-09
434,5,25,1,8,2019-03-10
435,4,30,1,1,2019-03-11
436,3,17,4,1,2019-03-12
437,7,36,5,3,2019-03-13
438,10,2,5,1,2019-03-14
439,4,15,1,1,2019-03-15
440,6,50,5,9,2019-03-16
441,10,17,5,9,2019-03-17
442,4,12,5,6,2019-03-18
443,7,12,3,8,2019-03-19
444,3,9,4,3,2019-03-20
445,7,2,1,9,2019-03-21
446,7,25,2,7,2019-03-22
447,1,24,5,10,2019-03-23
448,2,29,1,1,2019-03-24
449,2,26,2,7,2019-03-25
450,6,22,1,9,2019-03-26
451,1,33,3,5,2019-03-27
452,4,40,4,9,2019-03-28
453,9,28,2,3,2019-03-29
454,1,1,1,4,2019-03-30
455,1,14,2,2,2019-03-31
456,3,29,4,2,2019-04-01
457,1,27,1,6,2019-04-02
458,7,2,5,2,2019-04-03
459,9,36,5,9,2019-04-04
460,1,18,5,6,2019-04-05
461,9,26,3,7,2019-04-06
462,1,21,4,5,2019-04-07
463,4,20,3,2,2019-04-08
464,4,32,1,2,2019-04-09
465,4,24,2,3,2019-04-10
466,5,45,2,1,2019-04-11
467,9,2,4,4,2019-04-12
468,1,7,4,7,2019-04-13
469,9,27,4,9,2019-04-14
470,9,5,1,5,2019-04-15
471,2,41,2,4,2019-04-16
472,8,50,4,7,2019-04-17
473,1,32,2,1,2019-04-18
474,6,40,1,8,2019-04-19
475,10,36,3,2,2019-04-20
476,5,26,1,7,2019-04-21
477,7,10,5,5,2019-04-22
478,6,10,5,2,2019-04-23
479,4,17,3,5,2019-04-24
480,8,33,2,8,2019-04-25
481,3,39,4,4,2019-04-26
482,2,20,3,6,2019-04-27
483,5,41,3,7,2019-04-28
484,3,41,2,2,2019-04-29
485,4,20,5,7,2019-04-30
486,7,2,3,3,2019-05-01
487,7,30,2,7,2019-05-02
488,7,27,1,3,2019-05-03
489,1,29,5,6,2019-05-04
490,1,47,3,10,2019-05-05
491,3,28,1,6,2019-05-06
492,6,19,3,9,2019-05-07
493,7,47,3,9,2019-05-08
494,2,34,2,7,2019-05-09
495,7,48,3,2,2019-05-10
496,7,48,2,8,2019-05-11
497,9,13,2,10,2019-05-12
498,4,4,5,5,2019-05-13
499,7,17,4,1,2019-05-14
500,1,11,5,2,2019-05-15
501,7,3,5,5,2019-05-16
502,3,9,4,3,2019-05-17
503,1,14,3,3,2019-05-18
504,7,13,1,6,2019-05-19
505,7,48,1,8,2019-05-20
506,5,31,1,8,2019-05-21
507,3,6,3,10,2019-05-22
508,4,14,5,10,2019-05-23
509,2,35,2,3,2019-05-24
510,7,17,5,10,2019-05-25
511,10,12,2,2,2019-05-26
512,2,3,4,7,2019-05-27
513,10,32,2,7,2019-05-28
514,10,18,3,9,2019-05-29
515,10,27,5,2,2019-05-30
516,6,22,4,6,2019-05-31
517,4,34,1,3,2019-06-01
518,9,36,1,10,2019-06-02
519,7,45,5,7,2019-06-03
520,10,45,5,2,2019-06-04
521,6,30,3,4,2019-06-05
522,10,31,5,10,2019-06-06
523,9,9,4,6,2019-06-07
524,1,33,3,3,2019-06-08
525,10,2,2,8,2019-06-09
526,6,5,3,3,2019-06-10
527,9,19,4,10,2019-06-11
528,1,11,2,5,2019-06-12
529,5,35,2,5,2019-06-13
530,1,43,1,6,2019-06-14
531,7,15,1,3,2019-06-15
532,10,50,4,8,2019-06-16
533,4,49,5,3,2019-06-17
534,7,36,3,4,2019-06-18
535,10,17,5,6,2019-06-19
536,5,45,3,9,2019-06-20
537,4,37,2,5,2019-06-21
538,4,35,3,4,2019-06-22
539,3,25,1,5,2019-06-23
540,2,15,1,3,2019-06-24
541,10,33,3,3,2019-06-25
542,9,43,1,9,2019-06-26
543,4,14,2,4,2019-06-27
544,6,4,4,4,2019-06-28
545,10,36,3,1,2019-06-29
546,9,4,4,6,2019-06-30
547,5,6,3,6,2019-07-01
548,7,11,2,3,2019-07-02
549,9,50,5,7,2019-07-03
550,4,12,2,8,2019-07-04
551,7,35,2,5,2019-07-05
552,1,6,3,2,2019-07-06
553,9,43,1,2,2019-07-07
554,4,26,2,6,2019-07-08
555,3,7,5,7,2019-07-09
556,7,44,5,3,2019-07-10
557,4,48,3,5,2019-07-11
558,7,29,2,9,2019-07-12
559,10,16,3,8,2019-07-13
560,6,13,5,1,2019-07-14
561,3,3,4,9,2019-07-15
562,3,13,4,5,2019-07-16
563,1,36,2,5,2019-07-17
564,1,46,5,8,2019-07-18
565,5,30,5,3,2019-07-19
566,8,38,1,2,2019-07-20
567,2,8,1,3,2019-07-21
568,1,27,4,5,2019-07-22
569,5,22,2,8,2019-07-23
570,2,47,3,10,2019-07-24
571,5,32,4,2,2019-07-25
572,10,2,1,1,2019-07-26
573,8,31,2,8,2019-07-27
574,3,14,5,3,2019-07-28
575,7,37,5,1,2019-07-29
576,1,44,4,10,2019-07-30
577,4,45,1,10,2019-07-31
578,4,45,4,5,2019-08-01
579,9,22,2,1,2019-08-02
580,1,40,1,5,2019-08-03
581,10,38,4,9,2019-08-04
582,10,3,3,3,2019-08-05
583,9,1,5,5,2019-08-06
584,10,12,1,9,2019-08-07
585,8,8,3,7,2019-08-08
586,6,17,4,6,2019-08-09
587,7,4,2,6,2019-08-10
588,5,4,5,10,2019-08-11
589,4,36,3,6,2019-08-12
590,9,46,2,5,2019-08-13
591,4,14,4,1,2019-08-14
592,8,7,3,9,2019-08-15
593,5,35,2,7,2019-08-16
594,9,47,5,8,2019-08-17
595,8,16,2,10,2019-08-18
596,4,13,1,7,2019-08-19
597,2,19,5,6,2019-08-20
598,9,11,2,9,2019-08-21
599,1,31,4,3,2019-08-22
600,4,38,3,8,2019-08-23
601,5,12,1,10,2019-08-24
602,7,4,5,1,2019-08-25
603,8,49,3,1,2019-08-26
604,5,24,4,2,2019-08-27
605,1,36,2,7,2019-08-28
606,2,47,3,7,2019-08-29
607,5,1,3,2,2019-08-30
608,7,24,2,4,2019-08-31
609,3,31,5,1,2019-09-01
610,5,11,5,8,2019-09-02
611,6,43,5,6,2019-09-03
612,5,37,5,7,2019-09-04
613,3,10,4,7,2019-09-05
614,7,50,5,8,2019-09-06
615,8,48,5,2,2019-09-07
616,8,16,4,7,2019-09-08
617,2,5,1,5,2019-09-09
618,4,38,3,7,2019-09-10
619,2,14,2,1,2019-09-11
620,8,30,2,4,2019-09-12
621,1,8,2,3,2019-09-13
622,8,41,3,3,2019-09-14
623,2,6,4,9,2019-09-15
624,7,16,4,5,2019-09-16
625,5,41,3,3,2019-09-17
626,10,25,1,3,2019-09-18
627,4,30,5,1,2019-09-19
628,2,4,2,5,2019-09-20
629,9,50,3,7,2019-09-21
630,8,13,5,6,2019-09-22
631,8,22,5,1,2019-09-23
632,10,50,5,8,2019-09-24
633,1,21,5,2,2019-09-25
634,5,12,4,2,2019-09-26
635,10,47,2,10,2019-09-27
636,10,12,1,5,2019-09-28
637,10,39,1,5,2019-09-29
638,6,12,2,2,2019-09-30
639,10,41,4,3,2019-10-01
640,7,16,3,7,2019-10-02
641,5,39,5,8,2019-10-03
642,5,14,4,6,2019-10-04
643,5,48,2,1,2019-10-05
644,5,3,1,4,2019-10-06
645,5,15,5,4,2019-10-07
646,4,5,1,8,2019-10-08
647,5,1,2,4,2019-10-09
648,6,24,5,2,2019-10-10
649,1,39,1,2,2019-10-11
650,1,31,3,9,2019-10-12
651,5,38,4,2,2019-10-13
652,2,13,3,2,2019-10-14
653,6,22,2,10,2019-10-15
654,4,13,5,9,2019-10-16
655,5,38,4,3,2019-10-17
656,2,32,2,6,2019-10-18
657,5,9,1,1,2019-10-19
658,4,46,2,9,2019-10-20
659,2,7,3,5,2019-10-21
660,10,15,2,3,2019-10-22
661,4,39,1,7,2019-10-23
662,8,3,3,2,2019-10-24
663,10,11,5,8,2019-10-25
664,1,26,2,2,2019-10-26
665,9,26,5,5,2019-10-27
666,3,47,5,8,2019-10-28
667,4,2,3,5,2019-10-29
668,2,48,5,2,2019-10-30
669,2,2,3,6,2019-10-31
670,2,20,4,1,2019-11-01
671,9,11,4,5,2019-11-02
672,7,25,3,7,2019-11-03
673,1,16,3,5,2019-11-04
674,3,50,3,1,2019-11-05
675,6,40,3,7,2019-11-06
676,7,19,3,3,2019-11-07
677,8,24,3,8,2019-11-08
678,5,7,1,8,2019-11-09
679,10,3,1,2,2019-11-10
680,3,21,1,8,2019-11-11
681,4,50,4,8,2019-11-12
682,1,29,1,3,2019-11-13
683,4,33,5,8,2019-11-14
684,8,16,1,9,2019-11-15
685,1,49,1,1,2019-11-16
686,7,16,3,9,2019-11-17
687,3,30,2,3,2019-11-18
688,6,6,1,7,2019-11-19
689,3,4,2,9,2019-11-20
690,7,29,3,1,2019-11-21
691,2,10,5,5,2019-11-22
692,8,32,5,6,2019-11-23
693,3,50,5,5,2019-11-24
694,9,28,1,9,2019-11-25
695,10,21,3,5,2019-11-26
696,10,1,5,9,2019-11-27
697,1,47,1,10,2019-11-28
698,7,23,5,4,2019-11-29
699,8,21,4,8,2019-11-30
700,6,24,5,5,2019-12-01
701,9,16,5,3,2019-12-02
702,4,18,3,8,2019-12-03
703,6,8,5,8,2019-12-04
704,7,12,5,10,2019-12-05
705,2,43,1,5,2019-12-06
706,5,2,4,4,2019-12-07
707,3,45,5,7,2019-12-08
708,5,32,4,2,2019-12-09
709,5,19,1,4,2019-12-10
710,9,39,1,1,2019-12-11
711,10,4,4,2,2019-12-12
712,10,46,5,6,2019-12-13
713,3,6,4,2,2019-12-14
714,2,11,2,10,2019-12-15
715,9,8,5,6,2019-12-16
716,1,35,1,1,2019-12-17
717,4,21,2,1,2019-12-18
718,10,1,5,1,2019-12-19
719,1,50,5,8,2019-12-20
720,7,9,1,1,2019-12-21
721,1,33,5,5,2019-12-22
722,9,39,2,7,2019-12-23
723,6,1,1,1,2019-12-24
724,9,22,2,5,2019-12-25
725,6,50,3,8,2019-12-26
726,10,25,1,10,2019-12-27
727,2,48,3,8,2019-12-28
728,10,25,5,3,2019-12-29
729,6,35,5,5,2019-12-30
730,6,41,3,1,2019-12-31
731,3,12,3,10,2020-01-01
732,4,6,3,9,2020-01-02
733,10,7,5,5,2020-01-03
734,5,47,5,3,2020-01-04
735,4,10,4,4,2020-01-05
736,1,46,1,9,2020-01-06
737,8,38,5,5,2020-01-07
738,2,2,4,10,2020-01-08
739,5,40,2,3,2020-01-09
740,7,39,5,10,2020-01-10
741,2,45,4,3,2020-01-11
742,6,26,1,3,2020-01-12
743,6,6,4,9,2020-01-13
744,6,4,2,1,2020-01-14
745,7,37,5,1,2020-01-15
746,5,40,4,8,2020-01-16
747,4,23,1,2,2020-01-17
748,2,39,5,6,2020-01-18
749,9,44,5,5,2020-01-19
750,4,14,1,1,2020-01-20
751,3,3,5,7,2020-01-21
752,1,33,2,8,2020-01-22
753,8,31,3,6,2020-01-23
754,5,15,3,5,2020-01-24
755,2,12,5,1,2020-01-25
756,6,22,4,6,2020-01-26
757,6,43,3,5,2020-01-27
758,3,9,3,8,2020-01-28
759,9,3,5,6,2020-01-29
760,2,37,1,3,2020-01-30
761,3,29,2,8,2020-01-31
762,1,23,4,3,2020-02-01
763,10,3,5,3,2020-02-02
764,5,14,4,7,2020-02-03
765,3,26,5,6,2020-02-04
766,1,1,5,4,2020-02-05
767,10,27,3,1,2020-02-06
768,6,38,2,1,2020-02-07
769,6,49,5,2,2020-02-08
770,9,22,5,8,2020-02-09
771,3,6,4,3,2020-02-10
772,6,12,1,1,2020-02-11
773,9,31,2,3,2020-02-12
774,3,44,1,7,2020-02-13
775,6,48,3,5,2020-02-14
776,5,14,1,6,2020-02-15
777,1,11,2,9,2020-02-16
778,5,39,3,3,2020-02-17
779,7,43,4,1,2020-02-18
780,6,47,2,3,2020-02-19
781,7,31,2,9,2020-02-20
782,4,4,1,7,2020-02-21
783,6,43,3,5,2020-02-22
784,2,46,1,7,2020-02-23
785,7,25,3,6,2020-02-24
786,4,15,2,3,2020-02-25
787,1,4,2,3,2020-02-26
788,6,35,4,8,2020-02-27
789,7,49,3,5,2020-02-28
790,8,21,5,10,2020-02-29
791,3,8,4,4,2020-03-01
792,10,27,5,8,2020-03-02
793,10,9,2,3,2020-03-03
794,8,18,1,3,2020-03-04
795,8,42,5,7,2020-03-05
796,7,41,4,7,2020-03-06
797,7,3,5,10,2020-03-07
798,6,37,1,4,2020-03-08
799,7,37,3,4,2020-03-09
800,9,17,3,7,2020-03-10
801,10,9,3,5,2020-03-11
802,1,11,4,9,2020-03-12
803,2,25,2,3,2020-03-13
804,8,33,4,3,2020-03-14
805,3,19,1,5,2020-03-15
806,10,30,1,1,2020-03-16
807,4,13,4,2,2020-03-17
808,7,13,2,5,2020-03-18
809,8,25,1,2,2020-03-19
810,3,9,3,3,2020-03-20
811,5,44,2,7,2020-03-21
812,1,43,4,8,2020-03-22
813,6,14,3,9,2020-03-23
814,7,37,2,6,2020-03-24
815,9,2,3,5,2020-03-25
816,1,46,5,2,2020-03-26
817,6,40,5,2,2020-03-27
818,9,50,2,2,2020-03-28
